,outcome,distance,direction
2340,0,0.6671290700857317,[ 0.32836149 -0.35053692  0.87709897]
2341,1,5.356457926053251,[-0.29787081  0.78984071 -0.53611998]
2342,1,1.2368949788036392,[-0.49187707 -0.8363641  -0.24197528]
2343,2,2.9823411738359558,[ 0.38986403  0.8539689  -0.34459127]
2344,2,0.6024002664120438,[-0.56249694  0.81547295  0.13638568]
2345,1,0.38972919894364716,[-0.84469887  0.5240627  -0.10882143]
2346,1,0.019838252256858563,[0.76978259 0.27585194 0.57562182]
2347,1,0.9334232252228047,[ 0.58644297 -0.13656016 -0.79839587]
2348,1,0.15000854708332023,[ 0.75810565  0.65123682 -0.03415289]
2349,2,0.43793410071924294,[-0.59768028 -0.30195614 -0.74269831]
2350,1,0.2585573117848551,[-0.82185849 -0.56916569 -0.0244752 ]
2351,1,0.2869636075072083,[0.04612399 0.79374365 0.60650111]
2352,2,1.103267385085457,[-0.18994346  0.90389523 -0.38326871]
2353,2,1.9951544704159971,[-0.85345052  0.51695536 -0.06617676]
2354,1,1.3835114921862741,[ 0.81320425 -0.01616283 -0.58175391]
2355,0,0.46034636659193967,[-0.71456239  0.68293774 -0.15164638]
2356,1,0.36285128256936494,[ 0.77810731 -0.04444975 -0.62655664]
2357,2,0.9035626259849528,[-0.44751208 -0.20279024 -0.87098166]
2358,1,1.068203844692776,[0.55116668 0.65852479 0.51240647]
2359,1,2.2015963467704402,[-0.52167276  0.20034443 -0.82928863]
2360,2,3.552550023910206,[-0.91069214  0.37190593 -0.17979377]
2361,2,0.684152136797,[-0.33271015 -0.18984362  0.92372255]
2362,2,2.196317131298385,[ 0.25987718  0.45211424 -0.85326231]
2363,1,0.5765168136886022,[-0.79265572 -0.47970318 -0.37627353]
2364,0,2.470621151900074,[-0.44891116 -0.75786791 -0.47340785]
2365,0,2.622066249683224,[-0.83585196 -0.4689663  -0.28534559]
2366,1,2.8179285373904626,[ 0.42163816 -0.46893789 -0.77609182]
2367,1,5.8360103672938415,[ 0.53737259 -0.50294017  0.6769652 ]
2368,1,2.1597865586184106,[ 0.6996496  -0.71446348 -0.00568926]
2369,1,1.561538140025031,[ 0.11000994 -0.96165735 -0.25122293]
2370,2,3.892423513450367,[0.96502334 0.0077365  0.26204979]
2371,1,2.439815812935386,[ 0.84232061  0.53865064 -0.01874769]
2372,1,0.1862848296629726,[-0.22818682 -0.7965367   0.55987504]
2373,1,0.7185670883904766,[ 0.00595468  0.3543437  -0.9350963 ]
2374,1,3.0054149656314118,[-0.43480301 -0.59914042  0.67229242]
2375,0,0.11220913914433715,[-0.52114127  0.34473344  0.78075004]
2376,1,4.461650537133375,[-0.27698188 -0.50578021 -0.81698679]
2377,2,1.5911229030175924,[0.83395212 0.50816574 0.21515449]
2378,1,0.2323033437880439,[0.65946145 0.06907721 0.7485579 ]
2379,1,1.4905810656836826,[ 0.49335572  0.69479215 -0.52332016]
2380,0,0.07316657761013663,[-0.97958124 -0.18862537  0.06957775]
2381,0,1.3635331300373437,[0.45665089 0.8837143  0.10256216]
2382,1,0.9113299480136794,[ 0.05253081 -0.06227236  0.99667581]
2383,2,0.4983900658871541,[-0.2814136  -0.91598957  0.28595364]
2384,2,2.580429528038873,[ 0.58793096 -0.80566489 -0.0723967 ]
2385,2,0.45510769305160426,[ 0.218417    0.65084038 -0.72711816]
2386,2,0.11135830113033286,[-0.43900278  0.45594728  0.77420193]
2387,1,1.5750150478190754,[ 0.38095766  0.92432168 -0.02237629]
2388,1,1.7775035676589153,[-0.44369571 -0.13883845 -0.88535756]
2389,1,3.0323674378271686,[-0.92001598 -0.34340004  0.18880413]
2390,1,1.7982531723159105,[ 0.8839334  -0.36196868 -0.29604126]
2391,0,2.6347754546112876,[ 0.80284948 -0.02184766 -0.59578133]
2392,1,0.09528809348849064,[ 0.37545948 -0.88052775  0.28931134]
2393,1,0.9230893729365471,[0.65722499 0.64723842 0.38618356]
2394,1,0.33658097140081505,[-0.51376855  0.78096853 -0.35514791]
2395,1,0.8834271177628653,[ 0.93331322  0.22011931 -0.28367924]
2396,1,2.0380142697107804,[ 0.67414494  0.68920871 -0.26555592]
2397,0,1.266046296707946,[-0.53324964  0.30301234  0.78982805]
2398,1,0.03810104093465932,[ 0.11382063 -0.66698342  0.73632736]
2399,1,7.339490363133827,[ 0.79472845 -0.1844732   0.57825282]
2400,2,2.491123293497965,[ 0.80992732 -0.00405256 -0.58651625]
2401,1,0.772144874800016,[0.80686033 0.47814509 0.34692028]
2402,2,0.8957750449487023,[ 0.90391561 -0.21234017 -0.37127917]
2403,1,2.2369219121685004,[ 0.57882101  0.45753592 -0.67500156]
2404,2,1.8670287219258885,[0.80657619 0.52732232 0.2671442 ]
2405,0,0.7875652899924,[ 0.78420964 -0.00117624 -0.62049485]
2406,1,1.106216768004401,[-0.53392038 -0.76903577 -0.35144419]
2407,1,0.6315041218275187,[-0.37802372  0.5538097   0.74188468]
2408,2,0.30512424081471257,[-0.72684078  0.09808937  0.67976537]
2409,2,2.2952854576071067,[0.40146678 0.80292488 0.44060874]
2410,0,0.3894968179282696,[-0.40697836  0.91290516 -0.03118962]
2411,2,0.991485823831722,[-0.5722096   0.31222539  0.75834786]
2412,2,0.490829536701467,[ 0.7362704   0.47154805 -0.48533322]
2413,0,0.11758099433382738,[ 0.38864197 -0.64877981  0.65424932]
2414,1,1.0690806720064097,[-0.54926354  0.67358721 -0.49456024]
2415,1,0.02370437495406985,[ 0.64870288 -0.44828766  0.61499817]
2416,0,3.670326697422408,[ 0.00679733  0.93307164 -0.35962635]
2417,1,4.409559706825257,[-0.151163    0.82427475  0.54563805]
2418,0,1.2362850358977082,[ 0.16510964 -0.97271115 -0.16300867]
2419,1,1.400648133211838,[0.73180514 0.24664787 0.63531572]
2420,1,1.0385618475451934,[ 0.23340993 -0.82127708 -0.52059942]
2421,0,2.318908118924059,[ 0.75828613  0.47376273 -0.44782923]
2422,0,0.5301052009986809,[-0.3478766  -0.76701538 -0.53913753]
2423,0,2.418379064671687,[-0.63306938  0.02883058  0.77355799]
2424,1,1.215078289176964,[0.89497956 0.36010591 0.26331601]
2425,2,4.001960439676466,[-0.71709931  0.0753387  -0.69288719]
2426,1,0.24534962205342728,[ 0.19751351 -0.89494593  0.40007524]
2427,2,1.9518675505124512,[-0.60389814  0.66841731  0.43419504]
2428,2,0.29529562774169865,[-0.37161932 -0.7623364   0.5298512 ]
2429,2,1.5132882065802151,[ 0.47745137 -0.26331307 -0.83827586]
2430,1,0.7173638680191172,[0.75759865 0.147588   0.63581606]
2431,1,0.18390292903124533,[ 0.55848668 -0.75788434  0.33720018]
2432,1,0.5474998789753128,[ 0.47844117 -0.82817136  0.29193535]
2433,1,0.6310733395446636,[ 0.90577865 -0.39949589 -0.14130847]
2434,2,0.893861843426593,[-0.67290249 -0.51816438  0.52792794]
2435,0,2.0079330458994566,[ 0.71210971 -0.60354903 -0.35864793]
2436,0,0.9856511145177105,[ 0.0167137  -0.29471509  0.95543899]
2437,2,2.351408889108056,[-0.8750257   0.41306826 -0.25239778]
2438,0,1.2225078002381953,[ 0.39761014 -0.21881352 -0.89108183]
2439,1,2.680501626718307,[ 0.34866    -0.93710662  0.016352  ]
2440,1,1.069892667561732,[ 0.19721274 -0.97898646  0.05189074]
2441,2,0.27431312087177834,[ 0.25741467 -0.81183627  0.52407972]
2442,0,3.421131244417195,[-0.55831345  0.65347515 -0.51113239]
2443,2,4.18390444055593,[ 0.3351485  -0.89194279  0.30350214]
2444,1,0.14570526847544463,[-0.48595405  0.10559537 -0.86758186]
2445,1,2.4753269763924015,[ 0.03605122 -0.87792516 -0.4774387 ]
2446,1,2.4138850245081236,[-0.3542677   0.03714723 -0.93440595]
2447,1,1.3155573193301526,[-0.44590278  0.86569055 -0.22748754]
2448,1,0.39202605574025484,[-0.87313775 -0.29519818  0.38792846]
2449,1,5.168367507460109,[-0.09381214  0.67851815 -0.72856874]
2450,0,1.681073902489181,[0.35618924 0.31766009 0.87876123]
2451,1,4.24109345581139,[ 0.62534696 -0.39055679  0.6755787 ]
2452,1,2.437207506619106,[ 0.06848094  0.45850819 -0.88604774]
2453,2,3.8545238797931756,[ 0.66432766 -0.71729667  0.21012914]
2454,2,2.854473825038226,[-0.77763756  0.60322315 -0.17720514]
2455,1,1.191853769014677,[ 0.50007601 -0.05349661 -0.86432754]
2456,1,0.799769103162423,[-0.52386669 -0.146277   -0.83914643]
2457,1,0.7061950956835754,[ 0.89677006 -0.22877161  0.37877039]
2458,1,0.7305178357091241,[ 0.7441868   0.50321266 -0.43927558]
2459,1,2.4301153059818072,[ 0.01686034 -0.97526302  0.22040367]
2460,1,1.3393150877301765,[ 0.03612482  0.17241852 -0.98436114]
2461,0,2.1694842695425387,[-0.48865664  0.86621231  0.10435959]
2462,2,4.660941955778287,[-0.09114396 -0.77501395 -0.62533684]
2463,0,2.355226596833057,[ 0.70227278 -0.11248824 -0.70296468]
2464,0,1.111043417409285,[-0.49746228 -0.82940981  0.25418625]
2465,2,0.07918784482385743,[ 0.16696275 -0.8895673   0.42519814]
2466,1,2.353672632271973,[ 0.88012308  0.37244182 -0.29439848]
2467,0,4.136468297300479,[-0.38352389 -0.15012549 -0.91124737]
2468,1,0.37013305119270223,[-0.92411978  0.22322965 -0.31011476]
2469,2,0.24095949028194857,[ 0.86139068 -0.46731456  0.19905578]
2470,0,4.4795143393364185,[ 0.9916182  -0.12479257 -0.03346866]
2471,1,1.6694441412532914,[0.88885353 0.45753904 0.02444218]
2472,0,0.004135500569943373,[-0.6861363  -0.72380524 -0.07295861]
2473,2,8.454814522870688,[0.95646522 0.11389262 0.2687057 ]
2474,1,0.579999500514957,[-0.52591665  0.76567055 -0.37035158]
2475,1,1.0896842553944615,[-0.17198894  0.94770081  0.26885493]
2476,2,4.145098011615467,[ 0.05910258 -0.40191527 -0.91376748]
2477,2,2.1318358090730225,[ 0.53472571 -0.84189336  0.07269097]
2478,0,0.2844674552425195,[ 0.35889454 -0.32002221  0.87680128]
2479,0,1.5904025816475453,[ 0.9791518  -0.18651896  0.08045143]
2480,2,0.22945241741052977,[-0.93458683 -0.23261066 -0.26914633]
2481,0,2.133728289153014,[ 0.71641738  0.68975406 -0.10481161]
2482,0,5.202062983279418,[ 0.33356411 -0.48687339 -0.80727274]
2483,1,0.2641533522068128,[0.32101664 0.93667935 0.13992897]
2484,2,2.1126263686897815,[ 0.83648253 -0.50589631 -0.21063213]
2485,2,0.09306417351842,[ 0.58815922 -0.774644    0.2323691 ]
2486,2,1.4864621382024803,[ 0.05645714 -0.97328511 -0.2225504 ]
2487,2,3.633406494249261,[-0.03746533  0.37497412  0.92627791]
2488,2,0.7330598168626458,[-0.49949903  0.02244176  0.86602372]
2489,1,5.968474234519479,[-0.81562543  0.15580281  0.55720789]
2490,2,1.9063589696205525,[ 0.96227891  0.17987247 -0.20412052]
2491,1,0.32414422187380754,[-0.78557408 -0.55243545  0.27872647]
2492,2,0.6728626640140944,[ 0.90960109  0.2674182  -0.31798327]
2493,2,2.7734278301404967,[ 0.96271222  0.25921629 -0.07740869]
2494,0,2.0378853261896843,[ 0.91258076  0.35890887 -0.19591011]
2495,2,0.19318500057342866,[-0.34599744 -0.7619433  -0.54747436]
2496,0,0.0742618758509536,[0.79835853 0.07249207 0.59780311]
2497,0,0.45409997101641697,[ 0.10820044 -0.43640653 -0.89322002]
2498,2,1.3880024266273283,[-0.41229154 -0.91101567  0.00813267]
2499,0,0.12107417817296495,[ 0.97871825 -0.06176873 -0.19569163]
2500,1,1.262082058148899,[-0.24168922 -0.68829817 -0.68398242]
2501,1,1.5149262970976936,[-0.24279256  0.8765088   0.41567307]
2502,1,1.1508564381582933,[-0.63548207 -0.04043691 -0.77105602]
2503,1,0.6466964823197392,[ 0.64537652 -0.65782516 -0.38827207]
2504,1,1.012015377570568,[-0.55068141 -0.16121852  0.81899852]
2505,0,3.2708505642311425,[ 0.81289612 -0.20490748 -0.54517229]
2506,1,2.2915585638321083,[-0.86989676  0.36657284  0.33000602]
2507,2,0.009591595678044471,[0.53379452 0.31337983 0.78540212]
2508,1,1.3504953557266586,[ 0.57109506 -0.69583145  0.43551008]
2509,1,5.3172629363269825,[-0.64908295  0.13499979 -0.74864302]
2510,1,2.657855225975369,[-0.73644532  0.10065736  0.66896666]
2511,2,2.0264155509811332,[ 0.73743156 -0.64317623  0.20620142]
2512,1,3.4945172251260925,[-0.6702525   0.74073437  0.04554312]
2513,0,0.49972517983165227,[ 0.39997995  0.84854158 -0.34640039]
2514,2,2.410009457654031,[-0.46538728  0.8849424  -0.01707699]
2515,1,5.231664905758487,[ 0.33806807 -0.10539007 -0.93520207]
2516,2,3.1769987560570954,[-0.44492561  0.34095052  0.82812677]
2517,2,5.327672342410328,[-0.94359287  0.32666542  0.05405741]
2518,1,7.147300649421481,[-0.98872924 -0.13458092 -0.06559322]
2519,1,1.7807482709860163,[ 0.63314846 -0.71318304 -0.30082052]
2520,1,3.8313250638177827,[-0.8506719   0.44530454  0.27939432]
2521,2,1.66613318379769,[-0.91384781 -0.26964015 -0.30360562]
2522,2,0.076441838843158,[ 0.42717324 -0.16188255 -0.88956004]
2523,1,1.373364545810907,[-0.68535708 -0.42563115 -0.59086699]
2524,0,3.5329924541466764,[ 0.69036994  0.42338047 -0.58663304]
2525,1,0.12042307277613502,[0.19816701 0.97523324 0.09823423]
2526,1,1.1585456767024702,[-0.55925061 -0.76678688 -0.31508194]
2527,1,0.7430704937594051,[-0.85389113  0.490109   -0.17510882]
2528,1,5.894685816182005,[-0.30504589  0.4920165  -0.81539363]
2529,1,0.9743915815742666,[ 0.85079476 -0.20406244  0.48425902]
2530,1,2.0091430071604015,[-0.44647175  0.65217602  0.61264135]
2531,2,0.9787539331115329,[-0.63261582  0.02967745  0.77389694]
2532,1,1.2858426303970631,[ 0.58190983  0.3623668  -0.72805993]
2533,1,2.164089657259536,[-0.687075   -0.24016339  0.6857474 ]
2534,2,2.327470313897906,[-0.05904039 -0.64870464  0.75874668]
2535,1,2.6489925643600736,[ 0.81592421 -0.15997634 -0.55558551]
2536,0,5.105454667365241,[-0.79096005  0.5311064   0.30382263]
2537,1,0.12472887538062011,[ 0.74062089 -0.18385491 -0.64628018]
2538,2,1.976050464889135,[ 0.19717459 -0.92738956  0.31791632]
2539,2,1.9681335173750476,[0.69427847 0.12580587 0.70862563]
2540,2,1.7313859814886425,[0.8870214  0.10622948 0.4493421 ]
2541,1,2.7736641505413053,[-0.09995417  0.06343616  0.99296778]
2542,0,1.2723913977650076,[ 0.49407641  0.8504138  -0.18078961]
2543,1,1.9187629639118613,[-0.41232023  0.40642835  0.81535761]
2544,1,2.992195570997457,[-0.67096739  0.68794497  0.27664865]
2545,2,0.42229764535695263,[-0.90846073 -0.41768115 -0.01554226]
2546,2,0.59050739085654,[-0.89701094 -0.34712588  0.27363298]
2547,2,2.0870692524129413,[0.79457271 0.58956681 0.14513851]
2548,1,0.836774604238619,[-0.98266531  0.16633203  0.08186906]
2549,1,1.4912992905866365,[ 0.70303261 -0.43466844 -0.56285744]
2550,2,0.7828719848757484,[-0.01819076 -0.93360047 -0.35785369]
2551,1,3.6730135330791804,[ 0.4860789  -0.32562455 -0.81098456]
2552,1,0.7348294335317426,[0.8373602  0.32871173 0.43677968]
2553,1,0.2865990888417698,[ 0.03190874  0.82194683 -0.56866971]
2554,1,3.221263012260565,[-0.78438086  0.57723745 -0.22703213]
2555,2,0.32985762726356077,[ 0.52870159  0.52906659 -0.66374933]
2556,1,0.08450976979739479,[0.6525553  0.63874784 0.40764295]
2557,0,0.144337403641989,[ 0.62204635  0.34639906 -0.70218661]
2558,1,1.186987411401227,[-0.78740366  0.43860432 -0.43315323]
2559,1,0.5248548461149432,[-0.54702874  0.77217522  0.32327232]
2560,2,1.1060746290499741,[-0.39814892 -0.69546648 -0.59816705]
2561,1,3.022726878992356,[ 0.06487819 -0.13990312 -0.98803742]
2562,0,1.589045862131333,[-0.1119144  -0.7426256  -0.66028962]
2563,2,1.6861752523080706,[-0.78989983  0.55684586 -0.25686759]
2564,2,0.483665465948339,[0.60173676 0.75765561 0.25272681]
2565,2,5.264439698397696,[0.79144183 0.43773126 0.42662767]
2566,0,0.5225328985630836,[-0.44481405 -0.8427527  -0.30316388]
2567,1,1.0991311172964313,[-0.13555979  0.20890544 -0.96849474]
2568,1,2.4957091602124155,[-0.50825041 -0.03922856  0.86031543]
2569,1,1.5142145336321058,[-0.42482643 -0.65470272 -0.62520945]
2570,1,2.2311605245458517,[ 0.73811419  0.65877858 -0.14559612]
2571,2,1.9811586578564127,[-0.52777958 -0.45146593  0.71946316]
2572,0,0.782933222901439,[ 0.68110743  0.23540526 -0.69330876]
2573,0,0.9927031918743642,[-0.34798573 -0.09725345  0.93244179]
2574,1,0.9495335334006113,[-0.52949475 -0.41997166 -0.73706113]
2575,1,1.4987649374544783,[-0.00828445 -0.99425435 -0.10672234]
2576,2,0.0030185013303075455,[ 0.23616629 -0.39717997  0.88683344]
2577,1,2.6436537542286933,[-0.5589789   0.76366846 -0.32303728]
2578,0,0.7202087896837148,[ 0.30610031  0.87787753 -0.36828473]
2579,2,0.11303468352435327,[0.95960564 0.22730823 0.16579502]
2580,1,8.436494259044126,[ 0.37015044  0.63814647 -0.67509832]
2581,0,1.6268549190746857,[ 0.78258093 -0.61728341 -0.08079773]
2582,0,0.31600910363274826,[-0.40072414 -0.65818624 -0.63734687]
2583,2,2.1859064088075124,[-0.08932498  0.92223666 -0.37616565]
2584,0,0.5614829824202291,[ 0.7574053  -0.61001567  0.23284781]
2585,2,1.4062299666809257,[-0.30763034 -0.23149959  0.92291468]
2586,2,0.7620811382031717,[-0.84974686  0.32379246  0.41603932]
2587,1,1.9361947963450494,[-0.67325587 -0.30892703 -0.67178168]
2588,1,0.2651166807211875,[-0.37884022  0.83632511  0.39628323]
2589,1,2.322743121167854,[ 0.63179769 -0.68138772 -0.36951651]
2590,2,2.7312994406249564,[-0.58714096 -0.7066301  -0.39489163]
2591,0,0.6074282232125692,[ 0.37170653  0.80015068 -0.47073681]
2592,1,4.099072175790257,[-0.98201798 -0.12253109 -0.14362039]
2593,1,1.9241045664116978,[ 0.24600074 -0.63404914  0.73312027]
2594,2,0.455977077566704,[ 0.49835482  0.78226908 -0.37376136]
2595,1,0.19692552741792044,[-0.81216158 -0.53359184 -0.23595195]
2596,1,1.800705759824289,[-0.80739476 -0.48337381  0.33832449]
2597,1,0.5236401034626734,[ 0.84620738 -0.49401235  0.19971199]
2598,1,0.7786037729059551,[ 0.7503903  -0.45305825  0.48130304]
2599,1,4.799910925015097,[ 0.04523957  0.93983083 -0.33863165]
2600,1,0.7728194661750796,[ 0.95771357 -0.12216558  0.26050007]
2601,2,0.7681615105532663,[-0.46560325  0.88269351 -0.06376343]
2602,1,2.0292400255466494,[-0.52579938 -0.84589039  0.08946766]
2603,1,1.3508549695802543,[-0.78965736 -0.43391573  0.43377229]
2604,0,3.9239145281146484,[-0.95205299 -0.07556506 -0.2964541 ]
2605,1,0.1265232561017329,[ 0.9514921  -0.23712228  0.19605052]
2606,1,0.018078628585771715,[ 0.50246969  0.80318046 -0.32003962]
2607,1,0.23735900065585783,[-0.58692212  0.80594449  0.07730391]
2608,1,1.0907294351305397,[ 0.99607004 -0.05588721  0.06871028]
2609,1,1.8373976274920512,[-0.97907168 -0.13864146 -0.14898721]
2610,1,0.6520998147311535,[ 0.25435287 -0.45011196  0.85598121]
2611,1,0.06466553875242435,[-0.364795    0.91792518 -0.15600635]
2612,1,0.6018559291945403,[-0.54179418  0.60549785 -0.58295061]
2613,1,8.33537838114791,[ 0.02969759 -0.54496244 -0.83793436]
2614,0,0.5604150465403818,[-0.95623706  0.24008025  0.16724878]
2615,1,0.3629378184202852,[-0.56514831  0.78525459  0.25294783]
2616,2,1.8700153074721175,[ 0.94785658 -0.11236542 -0.29823133]
2617,1,1.4790656507451494,[ 0.23374143  0.1021749  -0.96691532]
2618,1,0.6969670109518072,[-0.96615102 -0.24980672 -0.06441119]
2619,0,4.334214809139841,[-0.31694822  0.93692552  0.14735807]
2620,2,0.35807931617558897,[ 0.49984258 -0.84790052  0.17669778]
2621,2,1.3298028355471945,[-0.18145781  0.32723046  0.92735823]
2622,1,1.856198538426797,[-0.72229702  0.56891041 -0.39322761]
2623,1,0.9448737966752735,[-0.31923049 -0.3026073  -0.89806499]
2624,1,2.7857156891630455,[-0.75112077  0.66004854 -0.01239041]
2625,2,0.6335005783234571,[-0.77953709 -0.61972951 -0.09086949]
2626,0,0.3733246976724498,[-0.73052235  0.16756722 -0.66201082]
2627,0,0.24292673538627818,[-0.02223814  0.99822747 -0.05520313]
2628,2,0.13098567683036644,[-0.76522192 -0.64270391 -0.03697425]
2629,2,2.560739448646526,[-0.17954154 -0.34119242  0.92268769]
2630,1,5.354542915593014,[-0.11097187 -0.22954637  0.96695073]
2631,1,1.2142863649899505,[0.19060489 0.05549771 0.98009682]
2632,0,2.301302494300749,[ 0.79440024 -0.40771951  0.45021445]
2633,1,0.82826321806702,[ 0.92389079 -0.27796765 -0.26298248]
2634,2,3.5042814243489566,[ 0.34442164 -0.30491882  0.88791793]
2635,2,3.4038711510832957,[ 0.50987521 -0.23005092  0.82891727]
2636,1,1.7944269081049873,[ 0.94756522 -0.30624947 -0.09127656]
2637,0,0.6427871296335338,[ 0.58037811  0.71901554 -0.38233219]
2638,2,0.2802098154580051,[-0.77149289  0.10585619  0.62737005]
2639,1,4.2338633982788245,[ 0.54147084  0.20448432 -0.81547256]
2640,2,1.8723599670581894,[ 0.95159369  0.22617027 -0.20812607]
2641,1,4.3503166167068805,[0.39821833 0.88399751 0.2448889 ]
2642,1,0.23753873581882798,[ 0.94008657  0.32501079 -0.10298165]
2643,0,0.20844907251852116,[-0.48269004  0.03196414 -0.87520776]
2644,0,1.8159563994805161,[ 0.87546976 -0.33124449  0.35189456]
2645,1,2.926247268348923,[-0.08857031  0.34331048  0.93503648]
2646,0,0.9010046273172341,[ 0.55785508 -0.76258063  0.32751868]
2647,0,0.6048178952776776,[-0.14658019  0.84208821 -0.5190392 ]
2648,2,1.0031204867836339,[-0.03297668 -0.98112763 -0.1905285 ]
2649,1,0.5884011690552002,[ 0.07708811  0.99256811 -0.09415933]
2650,2,1.1650556015814129,[-0.73406964 -0.55354021  0.3933637 ]
2651,1,0.22151190300704288,[-0.44933779  0.7277693   0.5181191 ]
2652,0,0.18492019703269477,[-0.69320661  0.6812704   0.23523441]
2653,2,1.3865749634649907,[-0.42253715  0.69737129 -0.57890901]
2654,1,0.40666687651539696,[-0.39943583 -0.32634565  0.85670855]
2655,2,1.891910004327365,[ 0.25388253  0.5734962  -0.77887468]
2656,2,0.1797828205796661,[-0.11175938 -0.04404667  0.99275865]
2657,2,4.74121716164678,[ 0.29698183  0.44388333 -0.84544035]
2658,2,0.8915891635021193,[ 0.4434696   0.26719676 -0.85553527]
2659,0,0.01767054134981814,[ 0.6005812   0.79132051 -0.11451669]
2660,2,1.429849552247454,[0.95992215 0.19344428 0.20280231]
2661,1,0.2852011986020892,[ 0.02592821 -0.55626023  0.83060357]
2662,2,0.7847182049981721,[ 0.83559916  0.27309268 -0.47664917]
2663,0,0.09496183694525712,[ 0.73837201  0.52569205 -0.42243894]
2664,1,1.955332616761481,[-0.2836012  -0.94793655  0.14486771]
2665,1,0.9903635692020671,[0.34667292 0.40682051 0.84517156]
2666,2,1.9507787863111323,[ 0.9500287   0.01762912 -0.31166438]
2667,1,0.1646466063093782,[-0.75069754  0.43609457  0.49626075]
2668,2,0.8460075968539218,[-0.40473275  0.80683107 -0.43036615]
2669,2,3.8987060104576012,[ 0.96508922  0.22911938 -0.12691376]
2670,1,4.29135374062585,[0.557669   0.19192499 0.80757049]
2671,1,1.489223323614905,[ 0.35378421  0.49558843 -0.79323946]
2672,0,0.4278379483542126,[ 0.43805853 -0.54889589  0.71191152]
2673,2,0.18365399685216022,[-0.50660098 -0.54493925  0.66812923]
2674,2,2.526868178309189,[0.13207725 0.8402746  0.52582715]
2675,1,0.6917682981065336,[-0.53833632  0.70373853  0.46362279]
2676,0,0.25480521934815825,[-0.34093596  0.89502076  0.28757695]
2677,2,0.2999098771349709,[-0.23437859  0.87416579  0.42532441]
2678,1,1.208313625819749,[-0.33904418 -0.93215727  0.12701127]
2679,1,1.3808362018316145,[-0.72082428 -0.12012468 -0.68262905]
2680,1,1.3324202038507562,[0.94367855 0.02200465 0.33013117]
2681,2,0.023426398645305546,[-0.12502535 -0.98154862 -0.14467538]
2682,1,0.7793367901753862,[-0.48453871  0.70604449 -0.51645273]
2683,2,0.1950559857798034,[-0.12505739 -0.22510969  0.96627443]
2684,0,2.3376467842608224,[-0.88496654 -0.44490813 -0.13744449]
2685,0,0.21214601967736246,[-0.04443493 -0.92564052 -0.37578606]
2686,1,1.3443620566250414,[-0.15743733 -0.88754904  0.43297828]
2687,2,2.750121894439571,[-0.93041781  0.29394683 -0.2189017 ]
2688,2,1.1891385829442034,[-0.96705202  0.10727783 -0.23087194]
2689,2,5.003480291644628,[-0.49010539 -0.67933014  0.54617512]
2690,0,0.06644554886471844,[0.37830124 0.92303364 0.06997912]
2691,1,3.4704642445518488,[ 0.00695877  0.23499449 -0.97197179]
2692,2,2.9246333622700416,[-0.27017243 -0.95821212 -0.09400208]
2693,2,1.6243589897730686,[-0.38542935  0.7876079  -0.48074734]
2694,2,0.543986017230609,[0.38132899 0.33133099 0.86302258]
2695,1,3.112101180447153,[0.14303627 0.36872134 0.91846894]
2696,2,0.14061138648521712,[-0.1965705   0.37659362  0.90528299]
2697,2,1.434825416859417,[-0.52327744 -0.01501083  0.85203016]
2698,1,0.1379075663633178,[ 0.42201301 -0.44470547 -0.79002662]
2699,1,0.8997012142441518,[-0.9253032  -0.36804489 -0.09141627]
2700,2,3.199795625176764,[-0.65348761 -0.58881305 -0.47566073]
2701,1,1.235348129321853,[ 0.98944468 -0.08892039 -0.11442201]
2702,1,2.0612216521202207,[ 0.45075175  0.53705134 -0.71302084]
2703,2,0.5139664485634431,[-0.47946132  0.40591735 -0.77804109]
2704,0,1.0476633188327371,[-0.85609531 -0.46484497  0.22587601]
2705,1,1.9141519153695337,[ 0.56282631 -0.55095197 -0.61618055]
2706,0,2.941908507224011,[ 0.44575162 -0.41856182 -0.79127207]
2707,1,7.978019805811718,[-0.79303048 -0.49335117  0.35736156]
2708,1,1.1200231773794507,[ 0.77715412  0.61213714 -0.1460123 ]
2709,1,0.6603827817091592,[ 0.88323815 -0.35907748  0.30158538]
2710,0,0.2905970768000959,[-0.6135251 -0.3561442  0.7048037]
2711,2,0.8721400700049347,[ 0.03248097  0.99877627 -0.03729555]
2712,1,0.2715016928976297,[-0.96242262  0.03890815 -0.26875426]
2713,2,2.6257614407587564,[ 0.4741802   0.71319017 -0.5162489 ]
2714,0,0.4244870410258195,[ 0.10837581 -0.09170752 -0.98987091]
2715,0,4.309978195296676,[ 0.11734291 -0.68919762 -0.71500859]
2716,1,2.4881581912188926,[0.97546475 0.01988667 0.21925565]
2717,1,0.23073449489544287,[ 0.20344999 -0.35175912 -0.91371419]
2718,1,0.10941448828632477,[-0.4799132   0.87434445 -0.07214647]
2719,1,2.946839437128825,[ 0.55892654 -0.72729459 -0.39830103]
2720,0,1.930837235938531,[ 0.03109579 -0.92529798 -0.3779639 ]
2721,1,3.295226389055124,[-0.86515433 -0.25909022 -0.4293952 ]
2722,1,1.2699446705376574,[ 0.29201705 -0.95085622  0.10294896]
2723,1,0.8880195841552949,[ 0.75947696  0.64856905 -0.05052656]
2724,1,3.2059916406914124,[0.6924546  0.38598117 0.60952864]
2725,1,1.139986912844459,[-0.28581682  0.66617356  0.68885523]
